Date,spread,z,position,pnl,cost,net_pnl,beta,train_mean_spread,train_std_spread,is_train,is_trade,window,asset_A,asset_B
2020-01-06,62.85063874315107,0.4733717121228575,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-07,62.97976747837673,0.48935163662134384,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-08,61.90717435117185,0.3566162144058557,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-09,61.89332473199033,0.35490229791417305,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-10,61.03527576769697,0.24871712045192182,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-13,60.857477365527046,0.22671423288656414,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-14,60.19738705538239,0.14502681219076963,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-15,59.50891511779299,0.05982711157587937,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-16,60.210745130295386,0.14667989915225602,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-17,59.49354262418915,0.0579247365025585,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-21,60.963869197131075,0.23988042268403276,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-22,60.75509770570705,0.21404455691362712,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-23,60.84805271635279,0.2255479147780025,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-24,59.97751225471177,0.11781689096218922,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-27,58.77883163426324,-0.030522096321258612,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-28,59.58079410196039,0.06872227141784473,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-29,58.99197071966391,-0.0041457325597212755,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-30,61.70696309579587,0.33183969398951074,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-01-31,69.76641802416405,1.3292124401038008,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-03,69.19409329275688,1.2583861752873688,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-04,70.61089358833595,1.4337178837039521,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-05,70.07836399383228,1.3678163421260285,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-06,70.48395594702865,1.418009111209883,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-07,71.71164842758895,1.5699383708934804,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-10,74.33226839390407,1.8942450337579448,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-11,76.06840834490598,2.109095626752091,-1.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-12,75.98613077996671,2.0989136229296954,-1.0,0.08227756493926108,0.0,0.08227756493926108,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-13,75.118114325524,1.9914949497645114,-1.0,0.86801645444271,0.0,0.86801645444271,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-14,74.21014499383989,1.879132032696533,-1.0,0.9079693316841144,0.0,0.9079693316841144,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-18,74.70027222414674,1.9397862017416245,-1.0,-0.4901272303068538,0.0,-0.4901272303068538,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-19,75.47486542585216,2.03564357120058,-1.0,-0.7745932017054145,0.0,-0.7745932017054145,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-20,75.06088173456145,1.9844123087021934,-1.0,0.41398369129071,0.0,0.41398369129071,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-21,72.87273078283482,1.713624501954317,-1.0,2.1881509517266267,0.0,2.1881509517266267,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-24,69.97567954728386,1.355108948220674,-1.0,2.8970512355509612,0.0,2.8970512355509612,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-25,68.74817327356354,1.2032027319846783,-1.0,1.2275062737203228,0.0,1.2275062737203228,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-26,69.02535621657685,1.237504643901345,-1.0,-0.27718294301331525,0.0,-0.27718294301331525,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-27,65.39249132069853,0.7879307620857426,-1.0,3.6328648958783276,0.0,3.6328648958783276,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-02-28,64.95183059880138,0.7333981667415748,-1.0,0.4406607218971459,0.0,0.4406607218971459,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-02,67.8588008047803,1.0931412117711292,-1.0,-2.906970205978922,0.0,-2.906970205978922,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-03,67.2133191397958,1.013261638463265,-1.0,0.6454816649845014,0.0,0.6454816649845014,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-04,69.66367677663331,1.3164980169697669,-1.0,-2.4503576368375093,0.0,-2.4503576368375093,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-05,68.0746850153424,1.119857289948221,-1.0,1.588991761290913,0.0,1.588991761290913,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-06,67.54742024866836,1.0546072807427636,-1.0,0.5272647666740369,0.0,0.5272647666740369,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-09,64.28391690215877,0.6507425872131128,-1.0,3.2635033465095944,0.0,3.2635033465095944,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-10,67.52442661066515,1.051761774677868,-1.0,-3.24050970850638,0.0,-3.24050970850638,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-11,65.18400572793934,0.7621302768142655,-1.0,2.340420882725809,0.0,2.340420882725809,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-12,60.366925446164075,0.16600750776988868,0.0,4.817080281775262,0.0,4.817080281775262,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-13,63.384935833590674,0.5394919846560419,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-16,62.278978708773344,0.40262770481732296,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-17,67.69550488606299,1.0729330338821916,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-18,69.1771757286844,1.2562925948298203,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-19,70.78647340879205,1.455446217598364,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-20,69.56091807588234,1.3037814339668168,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-23,72.64551703971303,1.6855063727574369,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-24,72.55257797253562,1.6740049879273333,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-25,70.56412302794298,1.4279299386541884,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-26,72.96360130897882,1.7248699009306279,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-27,71.18902285659225,1.5052624709018074,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-30,72.990152220183,1.728155626262541,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-03-31,72.14953321166476,1.624127438697322,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-01,71.1421956928191,1.499467521077003,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-02,71.91286708619668,1.594839559359542,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-03,71.90997946733512,1.5944822110798769,0.0,-0.0,0.0,-0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-06,74.73290437360683,1.943824491775862,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-07,74.93518635224835,1.968857268101342,0.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-08,75.6773448737741,2.060700784721905,-1.0,0.0,0.0,0.0,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-09,75.52711746175956,2.0421098591823625,-1.0,0.15022741201454437,0.0,0.15022741201454437,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-13,81.89337129237828,2.8299457763676967,-1.0,-6.366253830618717,0.0,-6.366253830618717,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-14,87.10246237323076,3.4745806210619925,-1.0,-5.209091080852488,0.0,-5.209091080852488,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-15,88.50274220487947,3.6478678909124733,-1.0,-1.400279831648703,0.0,-1.400279831648703,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-16,93.63760894954109,4.2833173340289745,-1.0,-5.134866744661622,0.0,-5.134866744661622,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-17,91.52392978593303,4.021745551501597,-1.0,2.1136791636080545,0.0,2.1136791636080545,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-20,92.60632470666691,4.155693964150775,-1.0,-1.0823949207338757,0.0,-1.0823949207338757,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-21,90.46194589679092,3.890323042503553,-1.0,2.144378809875988,0.0,2.144378809875988,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-22,90.48666489009935,3.8933820645411883,-1.0,-0.024718993308425752,0.0,-0.024718993308425752,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-23,91.85176636713379,4.062315946667902,-1.0,-1.3651014770344432,0.0,-1.3651014770344432,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-24,91.63988954429973,4.036095790279391,-1.0,0.21187682283405707,0.0,0.21187682283405707,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-27,90.31926661968308,3.872666212893183,-1.0,1.3206229246166572,0.0,1.3206229246166572,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-28,87.92047078111017,3.575810704158499,-1.0,2.3987958385729087,0.0,2.3987958385729087,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-29,89.13856763450096,3.7265524868841866,-1.0,-1.21809685339079,0.0,-1.21809685339079,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-04-30,92.60510532370498,4.1555430632096915,-1.0,-3.466537689204017,0.0,-3.466537689204017,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-01,83.57774298186017,3.0383899493728137,-1.0,9.027362341844807,0.0,9.027362341844807,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-04,84.62106616683373,3.167503161039161,-1.0,-1.0433231849735591,0.0,-1.0433231849735591,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-05,84.43662803517378,3.14467859442804,-1.0,0.18443813165994527,0.0,0.18443813165994527,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-06,85.89697819981122,3.3253996812680646,-1.0,-1.4603501646374326,0.0,-1.4603501646374326,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-07,86.29068222096697,3.374121296343324,-1.0,-0.39370402115575587,0.0,-0.39370402115575587,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-08,86.72510965967784,3.427882511138303,-1.0,-0.43442743871086975,0.0,-0.43442743871086975,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-11,88.06853622321873,3.594134081845077,-1.0,-1.3434265635408877,0.0,-1.3434265635408877,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-12,85.93388730724399,3.329967252917021,-1.0,2.1346489159747364,0.0,2.1346489159747364,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-13,87.24187155701185,3.491832770456349,-1.0,-1.3079842497678555,0.0,-1.3079842497678555,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-14,88.02862348327159,3.58919480500814,-1.0,-0.7867519262597398,0.0,-0.7867519262597398,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-15,88.45690097502963,3.6421949522699775,-1.0,-0.4282774917580383,0.0,-0.4282774917580383,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-18,88.9300234078539,3.7007447455585116,-1.0,-0.4731224328242689,0.0,-0.4731224328242689,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-19,89.52302133086948,3.774129356822524,-1.0,-0.592997923015588,0.0,-0.592997923015588,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-20,89.96518601942279,3.8288480708766106,-1.0,-0.44216468855330504,0.0,-0.44216468855330504,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-21,87.18949036531667,3.485350499202264,-1.0,2.7756956541061157,0.0,2.7756956541061157,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-22,86.16181220193424,3.3581733884616054,-1.0,1.0276781633824328,0.0,1.0276781633824328,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-26,85.8224530601779,3.3161770546970053,-1.0,0.33935914175633286,0.0,0.33935914175633286,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-27,85.71375936305728,3.30272600470094,-1.0,0.10869369712062849,0.0,0.10869369712062849,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-28,85.80824206212564,3.3144184168885698,-1.0,-0.09448269906836515,0.0,-0.09448269906836515,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-05-29,87.9279409061225,3.5767351462161305,-1.0,-2.119698843996858,0.0,-2.119698843996858,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-01,88.32550616582162,3.6259345968427543,-1.0,-0.39756525969912104,0.0,-0.39756525969912104,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-02,88.27096356524711,3.6191848471638113,-1.0,0.054542600574507105,0.0,0.054542600574507105,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-03,88.9593216143025,3.704370453857842,-1.0,-0.6883580490553811,0.0,-0.6883580490553811,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-04,88.65716708516479,3.666978261066218,-1.0,0.30215452913770946,0.0,0.30215452913770946,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-05,89.09666447395922,3.721366891745082,-1.0,-0.439497388794436,0.0,-0.439497388794436,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-08,91.05397356804383,3.963587583282208,-1.0,-1.9573090940846072,0.0,-1.9573090940846072,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-09,93.78967831776097,4.302136205122537,-1.0,-2.7357047497171436,0.0,-2.7357047497171436,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-10,96.41385524167467,4.6268830481976275,-1.0,-2.6241769239136943,0.0,-2.6241769239136943,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-11,93.80769663994273,4.304366006471947,-1.0,2.6061586017319343,0.0,2.6061586017319343,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-12,92.53032154278729,4.146288429291938,-1.0,1.277375097155442,0.0,1.277375097155442,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-15,93.31788521529005,4.243750918972114,-1.0,-0.7875636725027562,0.0,-0.7875636725027562,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-16,94.96891100569096,4.4480684740814,-1.0,-1.651025790400908,0.0,-1.651025790400908,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-17,96.27263116707336,4.6094063026417,-1.0,-1.303720161382401,0.0,-1.303720161382401,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-18,96.8603609664279,4.682138973667894,-1.0,-0.5877297993545483,0.0,-0.5877297993545483,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-19,97.47895437219888,4.7586910741915105,-1.0,-0.6185934057709801,0.0,-0.6185934057709801,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-22,99.35413159253036,4.990747791465273,-1.0,-1.87517722033148,0.0,-1.87517722033148,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-23,101.4249094954719,5.24701046208086,-1.0,-2.070777902941529,0.0,-2.070777902941529,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-24,101.1729992127113,5.215836089530304,-1.0,0.2519102827605906,0.0,0.2519102827605906,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-25,101.92985733005304,5.309498708853974,-1.0,-0.7568581173417357,0.0,-0.7568581173417357,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-26,101.82153088419676,5.2960931068944435,-1.0,0.10832644585627804,0.0,0.10832644585627804,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-29,100.50438081103083,5.133093301424457,-1.0,1.3171500731659336,0.0,1.3171500731659336,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-06-30,103.4496791514135,5.497579525366664,-1.0,-2.945298340382678,0.0,-2.945298340382678,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-07-01,107.85179886379564,6.042350141405257,-1.0,-4.402119712382131,0.0,-4.402119712382131,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-07-02,109.05913847177177,6.19176069472459,-1.0,-1.207339607976138,0.0,-1.207339607976138,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2020-07-06,116.35412952079278,7.094529594123895,-1.0,-7.294991049021007,0.0,-7.294991049021007,0.15295832219684502,59.02547107832151,8.08068493927409,0,1,5,AMZN,META
2021-07-07,129.37769753920568,-0.1778290774112773,0.0,0.0,0.0,0.0,10.758530793168788,132.11773695834813,15.408275513938445,0,1,8,META,NVDA
